price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,house_age,has_been_renovated
775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1600,940,109,0
160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,0,102,0
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,54,1
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,26,1
380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,56,0
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,46,1
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,780,72,1
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,53,1
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,24,1
794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,60,1
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,45,1
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,9,0
1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,3900,0,8,0
425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,6,0
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,0,0
365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,6,0
417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,5,0
339950.0,2.0,1.0,820,681,3.0,0,0,3,820,0,8,0
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,68,1
403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,0,2,1
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,1380,43,0
258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,37,1
533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1170,500,47,1
537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2550,0,9,0
830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1970,1070,46,0
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,114,1
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,12,0
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,11,0
134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,0,92,1
402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,37,0
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,59,1
553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1050,310,17,0
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,8,0
260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,1030,52,1
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,20,0
295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,41,1
719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1690,0,86,0
266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,480,25,0
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,0,10,1
647500.0,4.0,1.75,2060,26036,1.0,0,0,4,1160,900,67,1
1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,2190,1220,104,0
569000.0,4.0,2.25,2250,41688,2.0,0,0,3,2250,0,34,0
246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1390,0,39,0
515000.0,2.0,1.0,1060,4960,1.0,0,0,3,1060,0,88,1
207000.0,3.0,1.0,1490,8995,1.0,0,0,4,1490,0,60,1
780000.0,4.0,1.75,2480,9195,1.0,0,0,3,1390,1090,64,1
489990.0,5.0,2.25,2440,20828,1.5,0,0,4,2440,0,39,0
335000.0,3.0,1.5,2240,87625,1.5,0,0,2,1480,760,34,0
295000.0,3.0,2.5,1920,7229,2.0,0,0,3,1920,0,21,0
385000.0,3.0,1.75,1890,9920,1.0,0,0,3,1230,660,70,0
350000.0,4.0,1.75,2250,13515,1.0,0,0,4,2150,100,74,1
235000.0,2.0,1.0,1270,3008,1.0,0,0,4,650,620,91,0
358000.0,2.0,1.5,960,1808,2.0,0,0,3,960,0,21,0
716500.0,4.0,2.5,3290,6465,2.0,0,0,3,3290,0,12,0
228000.0,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,49,1
405000.0,2.0,1.0,1020,8155,1.0,0,0,4,1020,0,66,0
538000.0,4.0,1.75,1840,9600,1.0,0,0,3,1220,620,47,1
530000.0,3.0,1.75,1980,6760,1.0,0,0,4,1980,0,41,0
636000.0,2.0,1.75,1230,3600,1.5,0,0,5,1230,0,89,0
535000.0,4.0,2.5,2280,65836,2.0,0,0,3,2280,0,10,1
868500.0,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,6,0
530000.0,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,84,0
450000.0,3.0,2.0,1510,43560,1.0,0,0,3,1510,0,60,1
230000.0,3.0,1.75,950,6000,1.0,0,0,3,790,160,75,1
229000.0,3.0,2.5,1190,3000,2.0,0,0,3,1190,0,12,0
437000.0,3.0,1.75,1310,9282,1.0,0,0,4,1310,0,38,1
595000.0,3.0,2.5,1750,3354,2.0,0,0,4,1750,0,23,0
660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,96,0
347500.0,4.0,2.5,2460,7350,2.0,0,0,3,2460,0,25,0
297950.0,3.0,2.0,1240,10800,1.0,0,0,3,1240,0,47,1
245000.0,3.0,1.5,1260,7964,1.0,0,0,4,1260,0,59,1
543200.0,6.0,2.25,2820,15600,1.5,0,2,5,1970,850,74,0
413450.0,3.0,2.5,1540,1614,3.0,0,0,3,1470,70,6,0
330000.0,2.0,2.0,1550,435600,1.5,0,0,2,1550,0,42,0
424500.0,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,35,1
230000.0,3.0,1.0,1390,16000,1.0,0,0,4,1390,0,54,1
930000.0,3.0,3.25,2640,4080,2.0,0,0,3,1840,800,102,1
349000.0,3.0,1.75,1590,9620,1.0,0,0,3,1590,0,26,1
835000.0,4.0,2.0,1910,6960,1.5,0,0,5,1910,0,73,0
988500.0,3.0,2.75,2015,16807,2.0,1,4,3,2015,0,7,0
500000.0,3.0,1.75,1410,1197,3.0,0,0,3,1410,0,2,1
